yolo,Protocolo,DataEnvio,FoiProrrogado,Anonimo,Ativo,usuario_nome,Nome,Ativo,agente_UF,agente_Poder,agente_Nivel_Federativo,agente_nome,status_final_pedido_nome,ano
5672,11015,2015-03-12,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5673,11017,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5674,11018,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5675,11025,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5676,11026,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Atendido,2015
5677,11029,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5678,11031,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2015
5679,11032,2015-03-13,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5680,11035,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2015
5681,11036,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5682,11036,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5683,11037,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2015
5684,11038,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SPPI - Subprefeitura Pinheiros,1,São Paulo,Executivo,Municipal,SPPI - Subprefeitura Pinheiros,Atendido,2015
5685,11039,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5686,11039,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5687,11042,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5688,11042,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5689,11043,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5690,11043,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5691,11045,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5692,11046,2015-03-14,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2015
5693,11047,2015-03-15,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5694,11049,2015-03-15,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5695,11050,2015-03-15,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5696,11052,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5697,11053,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SPMP - Subprefeitura São Miguel Paulista,1,São Paulo,Executivo,Municipal,SPMP - Subprefeitura São Miguel Paulista,Atendido,2015
5698,11054,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SPIP - Subprefeitura Ipiranga,1,São Paulo,Executivo,Municipal,SPIP - Subprefeitura Ipiranga,Atendido,2015
5699,11055,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2015
5700,11057,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5701,11057,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5702,11058,2015-03-16,1,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5703,11059,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5704,11060,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2015
5705,11061,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5706,11062,2015-03-16,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5707,11064,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SPVM - Subprefeitura Vila Mariana,1,São Paulo,Executivo,Municipal,SPVM - Subprefeitura Vila Mariana,Atendido,2015
5708,11065,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2015
5709,11065,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2015
5710,11066,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SPMO - Subprefeitura Mooca,1,São Paulo,Executivo,Municipal,SPMO - Subprefeitura Mooca,Atendido,2015
5711,11067,2015-03-17,1,0,1,Controladoria Geral do Município de São Paulo,SPAD - Subprefeitura Cidade Ademar,1,São Paulo,Executivo,Municipal,SPAD - Subprefeitura Cidade Ademar,Atendido,2015
5712,11068,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,Prodam - Empresa de Tecnologia da Informação e Comunicação do Município de São Paulo,1,São Paulo,Executivo,Municipal,Prodam - Empresa de Tecnologia da Informação e Comunicação do Município de São Paulo,Atendido,2015
5713,11069,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5714,11070,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5715,11072,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,SMSU - Secretaria Municipal de Segurança Urbana,1,São Paulo,Executivo,Municipal,SMSU - Secretaria Municipal de Segurança Urbana,Atendido,2015
5716,11073,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5717,11073,2015-04-02,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5718,11074,2015-04-02,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5719,11074,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5720,11075,2015-04-02,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5721,11075,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5722,11076,2015-04-02,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5723,11076,2015-03-17,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5724,11077,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5725,11077,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5726,11079,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2015
5727,11082,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5728,11084,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,HSPM - Hospital do Servidor Público Municipal,1,São Paulo,Executivo,Municipal,HSPM - Hospital do Servidor Público Municipal,Atendido,2015
5729,11086,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SFMSP - Serviço Funerário,1,São Paulo,Executivo,Municipal,SFMSP - Serviço Funerário,Atendido,2015
5730,11087,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Atendido,2015
5731,11088,2015-03-18,1,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5732,11089,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5733,11089,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5734,11090,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5735,11090,2015-03-25,0,0,1,Controladoria Geral do Município de São Paulo,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,1,São Paulo,Executivo,Municipal,SDTE - Secretaria Municipal do Desenvolvimento Trabalho e Empreendedorismo,Atendido,2015
5736,11091,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2015
5737,11092,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5738,11092,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5739,11093,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5740,11094,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2015
5741,11095,2015-03-18,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5742,11096,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5743,11097,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
5744,11098,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SPMG - Subprefeitura Vila Maria/Vila Guilherme,1,São Paulo,Executivo,Municipal,SPMG - Subprefeitura Vila Maria/Vila Guilherme,Atendido,2015
5745,11101,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5746,11102,2015-03-19,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5747,11102,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5748,11103,2015-03-19,1,0,1,Controladoria Geral do Município de São Paulo,CGM - Controladoria Geral do Município,1,São Paulo,Executivo,Municipal,CGM - Controladoria Geral do Município,Atendido,2015
5749,11107,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2015
5750,11108,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5751,11108,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5752,11110,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,HSPM - Hospital do Servidor Público Municipal,1,São Paulo,Executivo,Municipal,HSPM - Hospital do Servidor Público Municipal,Atendido,2015
5753,11116,2015-03-20,1,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5754,11117,2015-03-20,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5755,11118,2015-03-20,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5756,11119,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5757,11120,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5758,11121,2015-03-20,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5759,11121,2015-03-26,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5760,11123,2015-03-21,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5761,11124,2015-03-21,0,0,1,Controladoria Geral do Município de São Paulo,SPPI - Subprefeitura Pinheiros,1,São Paulo,Executivo,Municipal,SPPI - Subprefeitura Pinheiros,Atendido,2015
5762,11124,2015-03-30,0,0,1,Controladoria Geral do Município de São Paulo,SPPI - Subprefeitura Pinheiros,1,São Paulo,Executivo,Municipal,SPPI - Subprefeitura Pinheiros,Atendido,2015
5763,11126,2015-03-21,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5764,11127,2015-03-21,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5765,11128,2015-03-21,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2015
5766,11129,2015-03-22,1,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2015
5767,11130,2015-03-22,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5768,11132,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Atendido,2015
5769,11133,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SPG - Subprefeitura Guaianases,1,São Paulo,Executivo,Municipal,SPG - Subprefeitura Guaianases,Atendido,2015
5770,11134,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
5771,11135,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5772,11137,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5773,11138,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5774,11139,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5775,11140,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5776,11141,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5777,11142,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5778,11143,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5779,11144,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5780,11145,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5781,11146,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5782,11147,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5783,11148,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5784,11149,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5785,11150,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5786,11151,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5787,11153,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5788,11154,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5789,11155,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5790,11156,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5791,11157,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5792,11158,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5793,11159,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5794,11160,2015-03-23,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2015
5795,11161,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5796,11162,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5797,11163,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SPBT - Subprefeitura Butantã,1,São Paulo,Executivo,Municipal,SPBT - Subprefeitura Butantã,Atendido,2015
5798,11164,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5799,11165,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
5800,11166,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2015
5801,11168,2015-03-24,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
